"MEDIA TREND REPORT","","","Geography :: Worldwide","","","","","","My Metrix"
"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","Location :: All Locations","","","","","","(c)2009 comScore, Inc"
"","","","Time Period :: August 2008 - October 2009","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 11/28/2009","","","","","",""

"","","","Aug-2008","Sep-2008","Oct-2008","Nov-2008","Dec-2008","Jan-2009","Feb-2009","Mar-2009","Apr-2009","May-2009","Jun-2009","Jul-2009","Aug-2009","Sep-2009","Oct-2009",
"99","[P]","    United Online, Inc","35669.2879009438","36852.3697390126","39527.8764821297","37904.5606035894","37813.1711483996","41424.1646968261","40728.364893834","40394.4424577253","38171.2348605727","34794.1935639431","35056.0975007632","35136.4599328511","33937.9552319491","31021.599095437","31988.1547864928",
"100","[P]","    Yandex","25773.4141471195","25922.4243981285","33195.2186034677","39258.5852687184","28702.2662234344","28474.6736118077","27133.730076152","28663.6061227139","28945.8417791283","28617.275648012","25116.8841648704","28588.7022037422","30497.3082214383","31294.5534205518","31945.5617988385",
"101","[P]","    Iliad - Free.fr Sites","23401.0172184759","26343.1003604767","29069.6547257593","28685.3355804659","28083.743824768","28603.95042634","32195.7026582576","34040.7281256012","33861.3818598845","33098.7412088277","31026.8589261057","29862.2336849159","29489.4813739084","30430.3960992949","31735.6001245977",
"102","[P]","    eMule (App)","39401.4633445087","39555.7034016571","38931.1953238387","38442.9817878353","38115.8154349128","36633.2034422571","35794.7077106253","36336.2745094762","35854.5687098679","34281.7372494386","32572.1723193862","31068.8380332529","30466.1209600685","30020.8478984899","31438.6566659878",
"103","[P]","    Betawave Social Sites","9307.9354898635","9611.7525585985","9429.6428092588","9439.6417831353","8083.6366293431","9325.5553308803","10242.841631936","10414.9101452097","12435.5122054227","12150.4518164963","11678.9549454247","37509.4053175674","34555.184244861","31764.7910427087","31186.2928862961",
"104","[P]","    MercadoLibre","31510.0804972554","32585.8798714023","34259.4291111255","31880.5622027767","34562.8161080906","34385.6504600982","36606.8192594627","38675.5092376209","33933.9192023938","33298.8250308391","31780.7496084046","31296.9840125655","31075.0649246691","30951.389862662","30980.4298069915",
"105","[P]","    Reed Business Information","20874.4615608203","22847.1256379908","24103.3434037041","24032.179266328","22239.1110298208","25550.6833987789","26250.3229589436","28033.1765459147","25767.4243725009","23890.6748510066","22177.7431566585","24851.7533102028","25917.0432662976","30022.6248114273","30839.833198735",
"106","[P]","    Groupe PPR","27378.0844168876","27675.2661920029","29517.7861049741","30639.4831940739","33623.048324595","31840.2901446575","31306.8254890555","31895.1671150068","32726.1649589673","29152.7745388153","28935.8219347","27142.585168408","29020.2640476663","29811.3638402644","30756.9349264606",
"107","[P]","    Six Apart Sites","48081.7987593982","47532.7496937324","47453.7657753358","45605.8057165994","47329.5162914908","50757.5837003837","48931.5086255657","51525.7260538983","50093.4854197413","51772.0494288383","48113.8374699284","49697.372231563","49732.7969344622","49997.0632848594","30383.6626059348",
"108","[P]","    Craveonline","22996.4521196309","20000.061037675","21348.6270393641","21347.9044599963","23311.3927793343","24976.3302514746","24410.0411143949","25834.212735664","28312.2053138089","29561.2711247797","28917.3644155164","34316.5314891203","27357.5065836105","27269.0763272099","30358.9085359322",
"109","[P]","    MINICLIP.COM","34646.3150303529","32098.9143993331","33638.6978470031","34102.724799464","38047.2648686841","35542.4648997299","36211.6725745564","36522.3325427917","35997.152184819","34737.0581535605","33349.7728273971","35883.1866893985","34004.9984069543","30355.619891793","30264.774762319",
"110","[P]","    Discovery Digital Media Sites","18719.0507794384","20451.0902102461","21822.9279792542","20115.8638090368","22276.5966033082","24456.2555221347","23240.4074605806","24329.1204741772","25434.6659702753","27403.4275956943","22808.4798305073","22233.0494318623","23026.4407184764","26298.2974098681","30113.6020165998",
"111","[P]","    Shopzilla.com Sites","31797.5013057864","33152.4774564519","34291.4945666026","35395.1218071506","41545.7464715727","34778.5710002312","30380.082792507","31071.9997189238","30221.7464928819","27740.2923084593","25687.7518315094","28223.2151382428","28293.3026591571","28227.4876151498","29917.6686469811",
"112","[P]","    RAPIDLIBRARY.COM","4619.4391573007","4862.2362830949","967.0480645643","5085.0421621387","7859.2104734819","10166.9948770419","12662.7656202288","16036.1549830078","17183.769455077","21103.7302765868","21192.462204534","25551.3806632762","27573.4483329856","28573.9501320143","29810.5052913548",
"113","[P]","    CyberAgent","22655.2444629919","22325.0896995625","22611.5415281788","22914.0420973514","23343.6733197169","24059.3896744967","23791.7405015777","25325.5175568928","24986.2353573409","25685.9630937888","28616.7952030114","27335.3878111606","27643.3591093916","28767.216084351","29653.5292774252",
"114","[P]","    auFeminin Group","15305.1291662486","16910.8299493996","17390.440048583","18394.4860861589","19917.1568896143","22063.6666669156","23608.4645379569","25556.3531599613","25773.9541100637","25669.93579553","25476.5677361055","27268.380345687","26711.7996212028","28669.0321360274","29606.3706329445",
"115","[P]","    Verizon Communications Corporation","26751.5648711637","25675.0053561756","26205.4983325535","26674.1609794384","30125.4230109276","31012.6396026566","26870.9384187732","32344.5649883723","31058.425526062","30187.276532813","30972.2673149339","30554.2330142695","30243.7466756287","29998.0003235121","29122.509462627",
"116","[P]","    Nifty Corporation","26551.4555272014","26679.3972271357","26653.5974682543","25863.5806812422","25551.0696184986","27337.0410112061","25347.2180329349","25973.8688473486","26104.9492851369","26932.821449734","28239.7428289129","28309.8809960705","28514.9772284414","28158.7019491219","28884.6002554962",
"117","[P]","    GMO Internet Group","26418.6695802965","27009.7484395855","26147.9834511746","26960.4231445328","27006.5090942526","28088.1591041979","26138.4356753804","27487.3221774047","27566.2926279334","27434.5822311357","29334.8014819788","28724.51956648","28493.6741578009","28165.4873020564","28718.2420407855",
"118","[P]","    UOL","25818.6723710026","25687.2956507775","25498.3321504718","25355.1494785544","26724.6302581495","26050.5583686038","25935.6853938182","27668.4026605764","27745.1917916265","27624.2433248311","27500.690175567","27054.8211282394","27172.6231302314","27382.8013858916","28634.1309356723",
"119","[P]","    Dell","26935.514319993","26591.1546258904","27620.4127196454","28001.8118514895","28972.8096868836","28112.0487790812","25806.0907533316","29200.3845519318","27785.7100892824","25538.2547940742","26885.3011264367","28614.8461968156","29732.7894472944","27638.1353777999","28631.7422291712",
"120","[P]","    ProSiebenSat1 Sites","21995.6482042777","22587.8264306403","23825.4982286611","24956.2060603976","29314.7800857109","29786.6049435862","29571.7658255175","31304.4536847864","28626.3359842673","29147.1839715839","28289.1226228529","27609.4544780511","28181.4782195573","28284.4348142596","28206.0448515207",
"121","[P]","    United-Internet Sites","24092.8587875096","24358.8836629137","26521.9856186884","24553.7313523422","25667.6946031123","25576.0812056571","26093.5857207993","28883.9336099301","27729.4086430501","26490.7228190281","27224.949817279","26995.2332526064","27195.4670072553","26503.7711658989","27828.9873712905",
"122","[P]","    Verlagsgruppe Georg von Holtzbrinck","25965.4945107255","27349.7489293048","28562.9673175724","28081.4664722199","27166.6829146817","27247.9734297484","27801.4171051875","28856.1624450296","27635.1388400859","25942.5224573082","25988.9691793612","25051.9818247668","25445.2292715885","26645.548860397","27450.2087816816",
"123","[P]","    Hi-Media Group","27881.643893269","25939.3535126183","26005.1591180632","25850.6627467387","26439.5206827239","25268.5251652034","25057.3398645925","28091.7377906331","27697.2931534009","28439.3175329329","27164.6044021309","28504.870011346","26730.6921384625","26864.7592115773","27166.7207841197",
"124","[P]","    AmericanGreetings Property","30379.759777524","29387.5726808669","32027.5150527996","30981.6324343932","34700.55943182","30496.5914793514","31574.6777471306","31706.0077474974","34252.6402113927","31504.6388578375","28071.2099408565","28205.2662000603","26401.263561257","26506.0384571671","26953.6997565097",
"125","[P]","    Gameforge Sites","28177.9255691909","24813.1748649126","27044.2540487773","28157.4059331588","23600.4939742792","30355.6692852871","33584.827278268","25554.5409592443","25733.6481210991","29696.1757634574","29791.3561558602","31040.8423043958","27049.3766924573","27866.3533286974","26768.6146333269",
"126","[P]","    Kingsoft Corp","19907.3444022837","21211.8782104047","20307.2486217551","18453.6108513325","17173.3738996713","12944.94076275","13610.9102954183","18062.7298774856","17084.2866656997","14724.8456635922","21950.4495350134","20555.0507909223","21191.0636056924","25664.5118679086","26326.7846810754",
"127","[P]","    AT&T Interactive Network","27750.8821019845","24460.5293166893","36235.8072944823","34968.1615520041","35627.3704683905","37475.9000065295","34627.1719705292","35162.816719654","32972.4649088516","30805.2597774989","30250.074298791","30751.6700428976","30960.0509993027","27873.0437324969","26322.352362739",
"128","[P]","    Arcandor AG","38013.4299155716","38027.3832809814","38729.4766265988","36805.8279170096","37457.3634448834","37810.5500513062","36614.0524882629","37614.2753909834","36386.9512488294","33566.6488108553","30423.0387444137","30148.7030276206","26140.8203254284","25230.3188709292","26305.0057548866",
"129","[P]","    MEGAVIDEO.COM","18691.570915616","25573.2134952885","18900.3246889746","21376.5760487895","21901.0854953613","21688.5553834538","18972.8923273442","20594.5028886526","22553.8338211832","23948.46789281","22576.5305551264","23575.513437161","23836.5089899517","23253.7105660578","26291.7153643247",
"130","[P]","    Superpages.com Network","33846.5322311202","32280.242161264","33568.0940668174","32399.7177039152","32630.0501266216","35513.9556969488","31981.5300169555","33740.5552974223","31739.6444335416","28742.517472039","28713.823119173","27227.9732013372","27130.6311975254","27872.9425976033","26114.7203903176",
"131","[P]","    SourceForge","20509.173359168","19988.9895153715","20549.1377792354","21784.100418617","21213.4026739185","22800.4915171068","23520.9351577775","25841.2516932002","24017.9728119787","23936.2847008071","24178.4375877627","24591.6568360688","23974.2034233744","24772.1706047159","26089.5112505606",
"132","[P]","    RTL Group Sites","17320.8997792337","16768.5727830953","17559.9273339672","17384.9242490564","17456.7632559871","22129.5435738194","22367.6166916849","23490.9984724908","24510.2170983362","25545.9212505765","24305.695518903","25618.5761802133","25648.0378994926","24443.3580172141","26063.6889228635",
"133","[P]","    Gannett Sites","25875.4003551516","25494.5930670187","26383.2231066106","24656.0678102983","24398.135418317","25981.4325079657","26703.4281374105","25142.0444026782","25624.1265056753","24358.7977220891","22717.9689320697","24495.1981689955","24973.111821705","25992.6546044099","26009.2371628363",
"134","[P]","    LIMEWIRE.COM","22565.3157591865","24252.8525791103","24752.3374837337","23486.6446134792","22726.019495288","20514.0094695291","21749.5943707633","30611.7917711929","31509.9618641309","24720.3395226718","24058.7775774496","24308.0086986698","26056.0162435111","23650.3503516469","25940.3247322882",
"135","[P]","    Target Corporation","28995.4019707283","27001.0721023638","29178.3667307232","37191.637391958","42694.0124380272","27496.5766022242","25839.5532218713","26861.648110537","25953.3608999891","25881.9819367842","24393.4678414057","26080.1880026893","25606.3807511819","24543.6823698865","25826.0724788463",
"136","[P]","    Priceline.com Incorporated","20074.1394938386","17893.1845973924","18311.4935373961","16631.6100214701","16519.2280128417","20542.3789540147","22314.9883170039","26113.4540738448","25616.7239681335","25057.021020991","26550.8669384326","31931.1528112576","29928.3695865108","27316.837692779","25815.5859236023",
"137","[P]","    Xinhua News Agency","29321.671237494","30237.8210247109","26759.27122347","27007.9142818532","27480.4236638126","23322.1351189882","27860.7660693771","27905.9575323365","24271.0353663024","20721.7721625423","22000.6870967338","23699.3482475207","24949.4825267575","24925.9031887097","25767.8803108351",
"138","[P]","    NETLOG.COM","20961.2974680086","21848.0540758009","22002.5148651949","21176.6318794447","20533.872749571","19825.2324737795","23066.4598067627","23009.3759762882","23814.6613556145","22938.5870318411","23073.3023166744","24229.3626917035","25592.1848213407","25666.4208350633","25674.4702667749",
"139","[P]","    TravelAdNetwork","19018.8340513319","19203.6090907303","17647.8150522605","17435.3494570319","17684.0206478149","19323.2200005957","19633.3769923303","20330.6793046553","19439.256589608","19174.8749707412","19422.6493071772","20812.8289584233","23007.0442420802","23003.6526473316","25671.8279076567",
"140","[P]","    Vodafone Group","27523.7045394175","26819.393943323","27617.2936255024","26361.6392236874","28188.5564081752","25540.5456711076","25201.1011336388","25878.0037559848","23268.4775375185","25771.7921852589","23057.4072265536","28715.487717538","27481.4961508873","27928.3781395445","25602.2008099573",
"141","[P]","    WebMD Health","22456.7129949529","22653.6710835178","24372.1137870182","23132.820334099","21979.5161469155","26621.0566412485","24838.9625492133","27571.7708138913","27065.0488382832","25698.6236989729","23006.3214663016","23575.3745032779","23382.82626679","23502.6783064233","25340.1713680263",
