"Media Trend","","","Geography :: Worldwide","","","","","","My Metrix"
"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","Location :: Home and Work","","","","","","(c)2013 comScore, Inc"
"","","","Time Period :: February 2012 - April 2013","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 5/17/2013","","","","","",""

"","","","Feb-2012","Mar-2012","Apr-2012","May-2012","Jun-2012","Jul-2012","Aug-2012","Sep-2012","Oct-2012","Nov-2012","Dec-2012","Jan-2013","Feb-2013","Mar-2013","Apr-2013"
"514","[P]","    Getty Images, Inc","6,763","7,485","7,049","7,415","6,648","6,675","6,866","7,510","8,150","8,031","7,424","8,850","8,255","8,418","6,510"
"515","[P]","    American Airlines","5,453","6,144","5,775","6,117","5,698","5,913","6,536","6,271","6,504","6,390","5,974","6,996","6,354","7,184","6,488"
"516","[P]","    ForumCommunity","8,447","8,700","8,567","8,572","7,954","7,995","7,614","8,114","8,042","8,242","10,322","7,647","6,499","7,018","6,470"
"517","[P]","    KPN","7,685","8,626","7,748","8,378","8,258","7,775","7,169","8,219","8,382","7,545","7,795","7,689","7,234","7,080","6,443"
"518","[P]","    WILEY.COM","5,782","6,156","6,095","5,882","4,615","4,073","4,084","5,149","6,102","6,056","4,974","5,542","5,722","6,808","6,396"
"519","[P]","    British Telecommunications","6,676","6,814","6,807","6,861","6,682","7,033","6,854","6,778","6,969","6,746","6,480","7,273","6,495","7,371","6,378"
"520","[P]","    Air France-KLM Group","5,769","7,887","5,584","6,855","7,593","6,530","5,778","7,392","6,369","5,556","5,243","6,847","5,744","6,244","6,373"
"521","[P]","    DIPAN.COM","8,104","7,439","7,422","6,054","5,741","4,359","6,084","6,584","6,956","4,417","4,396","2,428","1,415","1,528","6,365"
"522","[P]","    PIPI.CN","4,173","5,411","5,592","4,288","5,352","8,421","6,047","5,674","6,268","6,199","6,787","6,949","5,558","5,164","6,282"
"523","[P]","    M5ZN.COM","9,476","8,143","9,025","9,557","8,419","7,467","7,783","7,171","6,568","6,420","6,474","6,867","6,060","6,964","6,278"
"524","[P]","    VATGIA.COM","6,590","7,029","6,951","7,172","6,905","6,936","7,061","6,597","6,965","7,011","6,996","6,786","5,278","6,732","6,255"
"525","[P]","    NHACCUATUI.COM","3,721","3,908","4,043","4,147","4,017","4,236","4,458","4,642","4,850","4,680","4,763","4,875","5,339","6,297","6,222"
"526","[P]","    Accor","5,447","6,637","6,020","6,307","6,067","6,566","5,937","5,529","5,798","5,277","4,483","5,490","5,273","6,266","6,205"
"527","[P](u)","    United Business Media","5,422","6,021","5,640","5,311","5,887","5,739","5,563","5,844","6,593","6,452","5,515","6,237","5,826","6,874","6,152"
"528","[P]","    NERO.COM","7,343","7,591","7,232","7,745","7,348","8,304","8,133","9,288","6,354","6,201","6,874","6,394","5,572","7,302","6,119"
"529","[P]","    OVH Sites","6,621","5,420","4,904","5,283","5,330","4,572","5,031","5,056","5,856","5,547","5,081","5,380","5,266","5,576","6,089"
"530","[P](U)","    Interactive One","8,127","7,870","6,463","6,254","6,671","7,260","10,293","6,940","9,075","7,815","8,868","7,885","6,321","6,312","6,082"
"531","[P]","    UGO Entertainment","12,335","12,770","11,458","12,347","11,741","12,627","11,389","9,910","10,370","8,629","8,634","8,432","7,607","6,666","6,069"
"532","[P]","    Office Depot","6,826","6,956","6,381","6,364","6,447","6,466","7,424","6,942","6,006","6,952","7,159","7,155","6,254","6,779","6,043"
"533","[P]","    National Lampoon Humor Network","9,519","9,095","8,347","8,028","7,950","8,339","7,979","6,817","7,460","7,322","7,019","6,352","5,304","5,843","6,005"
"534","[P]","    PalTalk","3,123","3,353","3,254","7,144","6,825","6,843","7,055","7,079","6,818","7,053","7,010","6,562","5,672","6,365","6,001"
"535","[P]","    Japan Post Group","6,865","7,299","6,434","6,419","5,878","6,051","5,850","6,071","6,041","6,712","9,599","7,439","6,069","6,752","5,979"
"536","[P]","    GAMETOP.COM","8,836","9,528","8,707","9,089","7,989","8,172","7,915","6,716","6,705","6,052","5,819","5,572","5,423","6,432","5,978"
"537","[P]","    Systemax Inc.","7,332","6,687","6,772","7,018","7,125","7,710","8,031","7,576","7,465","9,439","8,524","7,390","5,855","6,599","5,963"
"538","[P](U)","    Transcontinental Digital (TC Media)","5,678","6,077","6,090","6,069","5,602","5,381","5,802","6,020","6,753","6,223","6,322","6,514","5,883","6,167","5,959"
"539","[P]","    BEEMP3.COM","23,984","25,925","24,799","24,605","22,448","21,415","20,357","20,004","12,252","11,264","10,344","8,748","8,155","8,591","5,957"
"540","[P]","    NASA.GOV","6,079","6,900","6,305","7,253","7,384","5,681","12,240","7,325","7,083","7,722","12,515","6,205","8,190","6,503","5,924"
"541","[P]","    World of Warcraft (App)","10,498","11,535","12,115","11,022","10,566","10,742","10,269","7,400","8,583","7,693","7,513","7,023","6,383","6,396","5,911"
"542","[P]","    Big Lead Sports By FSV","8,976","9,922","9,809","9,834","8,683","9,564","8,618","7,794","7,554","7,802","8,468","5,622","5,041","6,393","5,879"
"543","[P]","    BIGMIR.NET","7,116","7,911","7,669","7,675","7,807","6,722","6,564","7,186","7,853","6,247","7,211","6,090","5,598","6,753","5,852"
"544","[P]","    Nexon Corporation","8,186","9,482","8,253","8,154","7,984","10,030","9,258","7,749","7,060","7,766","8,456","8,765","6,442","6,540","5,797"
"545","[P]","    Rue du Commerce","6,649","6,538","6,862","6,636","5,901","6,222","6,021","5,464","6,236","7,036","8,810","8,042","6,108","6,264","5,759"
"546","[P]","    KBB.COM","6,800","6,560","5,655","5,575","5,964","6,210","6,067","5,626","5,686","5,086","4,522","5,471","5,361","5,910","5,699"
"547","[P]","    Publieke Omroep","6,787","6,484","6,442","6,685","6,217","5,823","6,158","6,553","6,106","6,244","5,910","5,997","5,678","5,827","5,681"
"548","[P]","    First Choice Holidays PLC","5,757","6,182","5,762","5,818","6,437","6,668","6,270","5,246","4,618","4,060","3,707","5,903","5,047","5,132","5,642"
"549","[P]","    INFO.COM*","8,935","9,683","8,996","8,323","8,148","7,762","7,173","7,728","6,765","5,897","5,359","7,551","6,361","6,545","5,583"
"550","[P]","    BearShare (App)","10,481","10,222","9,898","9,751","9,070","8,574","7,595","6,978","6,956","6,991","7,087","6,748","5,960","6,170","5,571"
"551","[P]","    Telstra Corporation Limited","5,660","6,120","5,968","6,085","5,857","5,677","5,488","5,585","5,350","5,040","4,894","5,038","4,912","5,427","5,569"
"552","[P](u)","    News World Communications, Inc.","8,147","8,410","6,621","8,072","7,087","6,862","8,177","6,797","7,381","7,474","6,205","6,929","4,698","5,247","5,567"
"553","[P]","    CafePress","5,961","6,035","6,026","6,014","6,112","6,392","6,510","6,064","6,325","7,071","7,983","6,034","5,393","5,497","5,528"
"554","[P]","    Estee Lauder Sites","3,471","4,190","3,838","3,556","4,034","3,493","3,628","4,181","4,087","5,470","5,584","4,342","3,724","4,307","5,502"
"555","[P]","    H&R Block","21,544","6,435","4,331","615","555","693","548","567","784","905","1,089","6,474","11,317","8,192","5,474"
"556","[P]","    Altice","5,568","5,387","5,087","5,535","4,963","4,547","4,755","5,264","5,989","5,389","5,625","6,223","5,815","6,169","5,463"
"557","[P]","    Tchibo","3,901","4,005","3,967","4,451","4,465","4,307","4,409","4,984","5,594","6,654","7,167","6,063","5,416","6,098","5,399"
"558","[P](u)","    Activision Blizzard","6,689","6,859","7,415","9,073","5,838","6,464","6,391","5,365","5,754","9,523","5,818","5,617","4,797","4,538","5,307"
"559","[P]","    DOMAINTOOLS.COM","7,457","7,072","6,497","6,061","6,621","7,779","7,791","7,571","7,807","6,975","7,167","6,808","6,077","6,502","5,296"
"560","[P]","    Weight Watchers International","5,657","4,596","4,991","5,150","4,816","4,404","4,532","5,140","5,236","3,933","4,112","7,428","5,237","5,166","5,257"
"561","[P]","    RARLAB.COM","5,600","5,612","5,468","5,476","5,101","4,885","4,610","4,610","4,969","4,765","4,766","4,846","4,632","5,319","5,215"
"562","[P]","    SK Group","19,337","17,619","17,208","17,133","16,446","16,570","15,478","13,661","13,574","13,407","13,631","13,635","5,683","5,031","5,193"
"563","[P]","    UUSEE.COM","5,076","6,558","5,651","4,791","4,777","4,402","4,511","4,153","3,748","3,908","3,881","4,157","3,245","3,140","5,192"
"564","[P]","    Ekspress Grupp","4,022","4,203","4,058","4,188","3,980","3,946","4,064","4,456","4,514","4,490","4,867","5,053","4,650","5,134","5,188"
"565","[P]","    MeetIC - Match","4,489","4,420","4,643","4,567","3,940","4,350","4,647","4,804","5,186","4,901","4,306","5,633","5,482","5,486","5,185"
"566","[P]","    WordPress","5,243","5,502","4,689","5,007","5,115","4,808","4,972","4,987","5,333","4,443","4,757","5,149","4,776","5,436","5,182"
"567","[P]","    Grupo Planeta Sites","4,616","4,842","4,235","4,463","4,393","4,903","4,385","5,139","5,053","4,859","4,562","5,091","5,091","5,161","5,134"
"568","[P]","    Cablevision","5,269","4,983","4,325","4,210","4,474","5,224","6,578","5,963","6,601","5,402","5,639","5,119","4,444","4,602","5,083"
"569","[P](U)","    EVA.VN","3,876","4,337","4,124","4,115","4,479","4,020","4,251","4,292","4,570","4,801","5,429","5,189","4,426","5,121","5,064"
"570","[P]","    Directv Sites","7,184","6,988","9,841","7,695","5,822","6,889","6,678","7,315","7,046","5,884","6,044","5,823","5,520","5,868","5,057"
"571","[P]","    2CH.NET","7,699","8,032","7,269","7,245","7,161","7,489","7,260","6,955","6,241","5,823","5,832","5,729","5,145","5,615","5,055"
"572","[P]","    TBS Group","5,431","6,603","6,775","5,692","6,195","5,565","5,089","5,043","5,114","4,097","5,037","5,243","3,814","5,207","4,958"
"573","[P]","    PANET.CO.IL","6,269","7,142","7,254","7,254","7,182","8,299","6,472","5,998","6,000","6,058","6,170","6,454","5,616","5,940","4,921"
"574","[P]","    CENTERBLOG.NET","8,554","8,970","9,435","9,313","8,895","8,045","7,188","7,092","7,461","7,429","7,985","6,806","5,474","6,060","4,878"
"575","[P]","    FrostWire","10,706","10,068","9,159","8,737","8,378","7,876","6,247","6,318","6,462","6,082","6,148","5,939","5,268","5,183","4,866"
"576","[P]","    Thomson Reuters","4,329","4,377","4,305","3,942","3,059","3,088","3,453","4,381","5,099","4,658","3,535","4,214","4,531","4,614","4,856"
"577","[P]","    Groupe LDLC.com","5,047","5,411","4,872","5,470","4,836","5,086","4,449","4,494","4,634","5,074","5,701","5,556","4,743","5,248","4,819"
"578","[P]","    RBC Financial Group","4,692","4,464","4,865","4,598","4,401","4,847","4,918","4,707","4,848","4,433","4,297","4,568","4,317","4,611","4,790"
"579","[P]","    READNOVEL.COM","3,254","4,960","4,485","4,573","4,750","5,169","5,068","3,948","4,894","4,999","4,169","4,048","3,237","3,770","4,772"
"580","[P]","    HONGXIU.COM","3,928","4,290","3,701","3,463","3,607","3,346","3,494","3,567","3,638","3,440","3,397","3,198","2,704","3,173","4,728"
"581","[P]","    ZHCW.COM","4,185","5,384","3,743","3,690","3,560","3,925","3,645","3,260","3,062","3,428","3,586","3,240","2,347","3,300","4,711"
"582","[P]","    RAPIDLIBRARY.COM","11,639","10,622","12,638","14,838","13,043","10,491","5,145","6,663","4,659","6,544","7,503","6,862","6,083","6,350","4,636"
"583","[P](u)","    Media General Sites","6,431","6,687","6,250","6,120","5,930","6,615","6,408","5,760","6,254","5,050","4,174","4,600","4,150","4,076","4,635"
"584","[P]","    PSICOFXP.COM","2,929","3,197","2,940","3,010","2,352","2,200","2,150","2,194","2,130","1,812","1,547","2,793","3,246","4,628","4,597"
"585","[P]","    LEO.ORG","4,636","4,604","4,363","4,756","4,807","4,087","3,960","4,468","4,395","4,371","4,219","4,957","4,296","4,476","4,559"
"586","[P]","    eNet","4,576","4,835","3,505","3,532","3,516","4,105","4,148","3,688","3,666","4,359","3,980","4,056","3,278","3,511","4,504"
"587","[P]","    YAMAHA","4,609","5,517","4,919","5,449","4,795","4,855","4,660","4,755","4,846","4,588","4,490","4,407","3,978","4,597","4,480"
"588","[P]","    DeNA Co., Ltd.","4,502","4,867","4,706","4,622","4,578","5,185","5,640","4,294","4,323","4,389","4,440","4,528","3,926","3,962","4,451"
"589","[P]","    XAT.COM","5,333","12,993","4,703","4,332","4,190","4,543","3,938","3,372","3,122","4,756","3,831","4,030","4,354","4,820","4,440"
"590","[P](u)","    Kraft Foods","5,838","7,505","6,750","6,779","6,611","5,929","5,959","6,438","7,562","8,478","6,837","4,701","4,767","5,307","4,419"
"591","[P]","    CYBERLINK.COM","4,823","4,920","4,669","4,546","4,071","4,246","4,278","4,482","4,699","4,486","4,745","4,896","3,938","4,957","4,395"
"592","[P](u)","    DexOne","5,179","5,561","5,086","7,502","6,916","4,825","5,111","4,654","4,581","3,894","3,606","4,368","3,709","4,191","4,318"
"593","[P]","    AL-WLID.COM","5,191","5,221","4,696","4,110","4,297","5,107","4,940","4,213","4,095","3,755","4,423","4,741","4,308","4,639","4,307"
"594","[P]","    Pepsi Co.","3,855","3,208","3,112","3,861","3,175","3,540","3,085","2,313","2,326","2,626","2,189","3,205","3,376","3,642","4,236"
"595","[P]","    Art.com Sites","7,254","7,035","7,334","7,293","6,160","5,504","5,996","6,171","5,911","6,128","5,850","5,572","4,605","4,526","4,233"
"596","[P]","    PChome Online","4,883","3,905","3,829","4,110","3,962","3,874","3,970","3,752","3,806","4,001","4,152","4,304","3,847","4,340","4,191"
"597","[P]","    WetterOnline GmbH","4,641","4,581","3,588","4,129","4,110","4,552","3,962","3,250","3,119","2,654","3,142","2,933","2,218","3,031","4,150"
"598","[P]","    Habbo Network","6,130","6,009","6,033","5,468","4,952","4,607","3,985","3,631","3,686","3,467","3,431","3,323","3,734","4,047","4,143"
"599","[P]","    RAYLI.COM.CN","4,152","5,121","4,187","3,236","3,281","3,956","4,102","4,116","4,504","4,530","4,711","4,455","3,482","4,198","4,074"
"600","[P]","    Experian Consumer Services","11,972","11,917","11,464","10,426","9,410","10,243","10,071","10,824","10,712","10,624","3,341","4,439","3,874","4,122","4,066"
"601","[P](u)","    Totallyher - Kids","5,811","5,191","5,124","5,077","4,254","4,339","4,239","3,881","4,411","4,306","4,735","4,423","4,133","4,526","4,066"
"602","[P]","    Oricon","5,926","7,204","6,134","6,489","6,539","5,720","5,724","5,282","4,863","4,746","5,283","4,955","4,547","4,714","3,968"
"603","[P](u)","    Independent News & Media","3,552","3,712","3,497","3,588","3,937","3,823","4,162","3,855","4,365","3,903","3,892","4,410","3,517","4,190","3,911"
"604","[P]","    Adoos Classifieds S.L.","4,632","4,833","4,427","4,558","3,811","3,743","3,798","3,776","3,610","3,316","3,313","3,946","3,692","4,177","3,862"
"605","[P]","    Notrefamille.com Sites","5,604","5,457","5,204","5,825","4,728","4,490","4,338","4,530","5,214","5,721","6,109","4,645","4,549","4,762","3,824"
"606","[P]","    BRG8.COM","4,447","5,180","5,061","4,620","3,793","3,633","3,109","2,659","2,240","2,366","3,003","3,538","3,268","3,944","3,811"
"607","[P](u)","    ARTISTdirect Network","24,019","25,776","25,833","28,068","27,925","26,146","24,390","25,506","22,535","22,512","24,053","3,831","3,568","3,895","3,799"
"608","[P](u)","    Universia","2,145","2,557","2,710","2,993","2,199","1,808","2,180","2,345","2,656","2,892","1,954","2,650","2,712","3,365","3,788"
"609","[P]","    USAFIS.ORG","5,533","6,422","3,883","4,714","5,358","5,959","4,441","6,162","4,084","2,559","2,970","4,057","4,159","3,405","3,761"
"610","[P]","    CDUNIVERSE.COM","5,285","5,245","5,415","5,430","5,471","5,786","5,551","5,612","5,600","5,738","5,265","4,358","3,983","4,213","3,743"
"611","[P](u)","    Belgacom Group","5,069","5,260","5,340","5,558","4,990","4,073","4,440","4,604","5,504","4,890","4,520","4,721","3,667","4,066","3,723"
"612","[P]","    UPTODOWN.COM","3,592","4,152","3,942","3,963","3,319","3,033","2,898","2,875","3,086","2,843","2,856","2,829","2,805","3,264","3,656"
"613","[P]","    Tiscali Sites","4,027","3,935","3,733","4,158","3,679","2,992","2,889","3,680","3,751","3,753","3,623","3,970","3,846","3,727","3,640"
"614","[P](U)","    Healthline","12,947","15,349","14,990","14,519","12,081","13,657","17,083","13,386","13,929","15,035","6,957","5,559","4,068","4,424","3,616"
"615","[P]","    JSOFTJ.COM","5,454","5,646","4,989","5,428","4,845","4,890","4,555","4,224","3,544","3,555","3,833","4,154","3,526","3,878","3,552"
"616","[P]","    Proto Corporation","3,778","3,981","3,564","3,866","3,587","3,645","3,679","3,879","3,460","3,584","3,367","3,813","3,631","3,819","3,546"
"617","[P]","    123GREETINGS.COM","6,231","4,319","4,586","4,512","3,810","3,701","5,009","4,016","4,278","5,558","8,972","5,303","5,387","4,326","3,538"
"618","[P]","    PHPNUKE.ORG","3,512","3,624","4,029","4,328","3,935","3,987","3,679","3,551","3,547","3,720","3,369","3,026","2,881","3,621","3,535"
"619","[P]","    AVS4YOU.COM","5,703","5,595","5,082","5,070","4,332","4,401","4,300","4,383","4,083","4,392","4,690","4,425","3,665","3,723","3,531"
"620","[P](u)","    Kiabi","4,168","4,189","3,414","3,981","3,786","3,396","2,826","3,481","3,291","2,924","3,198","4,306","3,007","3,375","3,514"
"621","[P]","    spreadshirt","3,320","3,333","3,912","4,417","4,509","4,286","3,734","3,667","3,711","3,548","3,758","3,572","3,121","3,764","3,377"
"622","[P]","    Fotosearch, LLC","4,774","4,603","4,377","4,972","4,325","3,732","3,513","3,904","4,066","3,513","2,942","3,470","2,836","3,577","3,360"
"623","[P]","    Miarroba Networks","6,144","6,839","6,571","6,559","6,387","4,940","4,431","4,625","4,887","4,706","3,859","3,840","3,142","3,494","3,299"
"624","[P](U)","    Sonico Inc.","6,839","6,169","5,393","5,215","4,769","4,186","4,108","3,300","3,257","4,111","3,499","3,684","3,257","3,346","3,291"
"625","[P]","    Kipubli","4,558","4,781","4,412","5,294","4,500","3,573","3,818","3,858","4,133","4,074","3,684","3,592","2,937","3,521","3,260"
"626","[P]","    WANMEI.COM","1,630","9,830","1,299","1,843","3,933","3,745","2,776","6,157","7,163","3,286","3,330","3,059","2,074","2,294","3,064"
"627","[P]","    Compare Infobase Limited","5,056","4,319","4,405","5,085","4,682","4,516","4,273","3,984","4,053","3,763","4,902","3,963","3,415","3,236","3,057"
"628","[P]","    HAWAAWORLD.COM","3,868","4,159","4,104","4,300","3,879","3,736","3,217","3,238","2,616","2,537","3,042","3,126","2,768","3,287","3,013"
"629","[P]","    Benesse Corporation","3,137","4,147","3,222","3,076","3,162","3,287","3,282","3,250","3,086","3,294","3,106","3,392","3,008","3,273","2,901"
"630","[P]","    SPB.RU","2,254","2,560","2,172","2,330","2,038","2,138","2,609","2,568","2,659","2,908","2,993","2,983","2,797","3,002","2,847"
"631","[P]","    SHOUTMIX.COM","8,232","7,562","7,240","6,863","6,571","6,156","5,165","4,080","3,982","3,131","2,910","2,865","2,609","2,927","2,764"
"632","[P]","    6RB.COM","3,099","3,432","2,999","3,015","2,844","2,377","2,329","2,630","2,751","2,624","2,491","2,252","1,939","2,561","2,679"
"633","[P]","    Cyworld","16,479","14,509","14,345","14,040","12,739","12,418","12,061","10,655","10,645","9,161","9,683","8,305","3,533","3,416","2,665"
"634","[P]","    265.COM","2,810","2,148","1,935","1,564","1,575","1,771","1,564","1,920","2,007","2,031","1,885","1,734","1,574","1,763","2,663"
"635","[P]","    Trend Micro, Inc.","3,175","4,195","3,460","3,866","3,253","3,413","3,291","3,017","3,435","2,922","3,211","3,082","3,086","3,014","2,605"
"636","[P]","    AmericanGreetings Property","7,431","5,811","5,816","6,011","4,747","4,311","4,538","4,404","4,884","4,984","7,170","3,737","4,105","3,126","2,577"
"637","[P]","    Iplay Games","4,284","3,775","3,858","3,672","3,611","3,748","3,162","2,808","2,770","2,892","2,825","3,015","2,796","2,894","2,549"
"638","[P]","    CJ Group","7,650","6,728","6,533","6,597","6,582","7,252","6,457","5,974","7,792","6,318","5,627","5,768","3,671","2,907","2,477"
"639","[P]","    SHVOONG.COM","3,484","4,507","4,184","4,711","3,369","2,173","2,601","3,309","3,503","3,646","2,615","2,791","2,997","3,229","2,419"
"640","[P]","    Pangea Media","1,442","1,665","1,793","2,027","1,860","2,046","1,866","1,987","1,868","1,768","1,644","1,561","1,242","1,712","2,408"
"641","[P]","    SeaRainbow Holding Corp","2,159","2,467","2,733","1,731","1,840","1,871","1,927","1,835","1,866","1,739","1,834","1,885","1,729","1,564","2,404"
"642","[P]","    TE3P.COM","3,185","3,432","3,268","3,309","3,156","3,149","2,827","2,445","2,348","2,055","2,429","2,758","2,176","2,677","2,375"
"643","[P]","    Interdots International","4,949","4,372","2,726","2,954","2,685","2,350","2,349","2,344","2,261","2,778","2,525","2,441","3,037","4,636","2,357"
"644","[P]","    Kuaiche.com Sites","9,034","8,337","7,126","7,305","7,519","3,205","3,189","3,028","2,727","3,004","2,605","2,430","2,138","2,163","2,337"
"645","[P]","    Blockbuster Inc.","4,431","4,397","5,304","4,613","5,281","5,109","4,862","4,502","4,865","3,981","4,239","3,124","2,559","3,086","2,335"
"646","[P]","    Job.com Sites","3,754","3,792","3,338","3,457","3,762","3,389","3,311","2,779","2,704","2,364","2,295","3,491","2,733","3,097","2,321"
"647","[P]","    RORO44.COM","3,693","3,842","3,477","3,572","3,054","2,934","2,691","2,435","2,373","2,288","2,245","2,642","2,085","2,558","2,316"
"648","[P]","    WIND Telecomunicazioni","2,427","2,606","2,268","2,167","2,170","2,372","2,191","2,309","2,568","1,901","2,134","2,167","1,972","2,543","2,295"
"649","[P]","    DIVSHARE.COM","1,389","1,368","1,489","1,583","1,366","1,408","1,158","1,258","1,162","1,145","1,065","1,567","1,432","1,413","2,262"
"650","[P]","    GARENA.COM","2,317","2,484","2,459","2,105","1,842","1,833","1,710","1,975","2,082","2,132","2,083","2,163","2,152","2,320","2,195"
"651","[P]","    QVOD.COM","1,489","2,116","1,577","1,267","1,318","1,498","1,711","1,908","2,184","2,753","2,549","2,697","1,893","1,811","2,167"
"652","[P]","    Clearspring Technologies","2,382","2,515","2,180","2,288","2,177","2,238","1,989","2,092","1,832","1,915","1,908","2,067","2,007","2,052","2,114"
"653","[P]","    DLTK Network Sites","3,299","3,320","2,853","3,051","2,335","2,084","1,790","2,578","3,210","2,399","2,385","2,111","2,190","2,143","2,085"
"654","[P]","    TOGGLE.COM","2,944","3,014","3,199","3,232","2,969","2,943","2,519","2,458","2,536","2,289","2,204","2,145","2,261","2,520","2,073"
"655","[P]","    BITCOMET.COM","3,678","3,425","3,207","2,942","2,676","2,703","2,750","2,850","2,291","2,319","2,278","2,388","2,078","1,970","2,068"
"656","[P]","    QIANQIAN.COM","17,319","18,967","16,011","14,943","13,467","15,342","10,972","9,910","11,392","10,535","11,763","12,573","2,846","2,743","2,029"
"657","[P]","    GRAAAM.COM","2,561","2,711","2,397","2,685","2,894","2,242","2,316","2,032","1,867","1,850","2,239","2,208","1,926","2,273","1,978"
"658","[P]","    SHOPLOCAL.COM","2,148","2,411","2,509","2,049","1,894","2,159","2,329","1,784","1,759","3,367","2,820","1,834","1,856","1,971","1,904"
"659","[P]","    Earthlink","2,368","2,154","2,150","1,916","1,809","1,889","2,062","1,979","1,962","1,817","1,850","2,174","1,678","1,833","1,903"
"660","[P]","    Chosun Ilbo","8,503","7,874","8,431","8,022","7,050","7,102","8,279","6,858","5,695","5,304","5,568","5,155","2,174","2,444","1,897"
"661","[P]","    GameDuell","2,695","3,336","2,675","3,249","4,309","3,170","2,789","2,068","2,529","2,181","2,302","2,197","2,127","2,020","1,897"
"662","[P]","    MININOVA.ORG","4,661","4,692","3,955","4,233","3,751","3,685","3,476","3,156","3,012","2,575","2,258","2,297","2,097","2,262","1,891"
"663","[P]","    Lotte Group","6,504","5,697","6,084","6,192","5,835","6,198","5,050","4,634","5,242","5,334","4,030","4,905","1,933","1,767","1,873"
"664","[P]","    GAMES2GIRLS.COM","2,537","2,659","2,449","2,298","2,395","2,543","2,211","1,690","1,661","1,712","1,831","1,909","1,816","1,956","1,839"
"665","[P]","    OYUNLAR1.COM","5,231","5,107","4,783","4,809","4,584","4,505","4,018","3,572","3,337","3,408","3,797","3,837","3,546","3,700","1,835"
"666","[P]","    SUMOTORRENT.COM","3,550","3,883","3,659","3,049","2,832","2,708","2,404","2,035","2,029","2,273","2,170","2,033","1,942","2,368","1,817"
"667","[P]","    SBS (Seoul Broadcasting System)","5,189","5,013","5,449","5,010","4,863","5,173","5,328","4,713","4,219","4,078","5,926","5,303","1,878","2,083","1,792"
"668","[P]","    Stateless Systems","9,321","1,740","1,951","1,693","1,665","1,732","1,696","1,584","1,567","1,620","1,671","1,772","1,611","1,763","1,769"
"669","[P]","    PHOTOFUNIA.COM","2,310","2,267","2,070","2,256","2,106","2,055","2,005","1,727","1,816","1,809","2,185","1,859","1,732","1,906","1,732"
"670","[P]","    BLOGBUS.COM*","3,997","6,133","5,510","3,387","3,509","2,145","1,613","1,513","1,534","1,089","1,395","1,350","1,039","1,333","1,716"
"671","[P]","    GoNamic GmbH","2,495","3,189","3,243","2,557","2,692","2,195","2,118","1,873","1,727","1,615","1,677","1,843","1,644","1,794","1,685"
"672","[P]","    COOLCHASER.COM","2,205","2,071","2,127","2,086","1,994","1,863","1,674","1,529","1,444","1,593","1,485","1,631","1,321","1,640","1,680"
"673","[P]","    Eastman Kodak","3,218","3,287","3,673","3,443","2,925","2,114","2,033","2,008","1,939","2,185","2,106","1,742","1,719","1,798","1,675"
"674","[P]","    TORRENTPORTAL.COM","2,434","2,502","2,370","2,508","2,398","2,813","2,265","1,427","2,229","2,050","1,570","1,688","1,560","1,859","1,664"
"675","[P]","    GGL Media","2,518","2,447","2,667","2,579","2,383","2,984","1,782","1,337","1,324","1,254","1,473","1,473","1,340","1,628","1,661"
"676","[P]","    RAYFILE.COM","3,757","2,841","2,299","2,070","1,862","1,993","1,968","1,701","1,540","1,541","1,492","1,451","1,168","1,264","1,660"
"677","[P]","    Dong-A Ilbo","7,647","7,322","7,364","6,973","7,666","7,214","7,437","6,034","5,492","4,910","4,613","4,881","1,770","1,995","1,642"
"678","[P]","    GAMEZER.COM","5,359","5,737","5,172","5,049","5,521","6,317","5,263","4,103","3,182","2,158","2,103","2,036","1,730","1,856","1,625"
"679","[P]","    ORBITDOWNLOADER.COM","2,186","2,745","4,310","4,506","4,301","4,713","4,550","7,531","8,531","8,359","8,119","7,721","7,729","8,005","1,590"
"680","[P]","    2DPLAY.COM","2,647","2,688","2,524","2,281","2,276","2,361","2,049","1,642","1,606","1,671","2,057","1,779","1,528","1,769","1,542"
"681","[P]","    OPENDNS.COM","9,145","4,203","2,560","2,476","1,288","1,258","1,336","1,463","1,412","1,192","1,245","1,217","1,103","1,480","1,522"
"682","[P]","    PartyGaming","2,831","6,157","3,414","1,563","1,202","3,392","1,370","1,292","1,500","1,368","1,648","2,640","1,376","1,108","1,513"
"683","[P]","    Bokee Sites","3,148","4,065","2,694","2,627","2,581","2,390","2,706","1,884","1,710","1,810","1,615","1,529","1,126","779","1,506"
"684","[P]","    JEDDAHBIKERS.COM","2,293","2,393","2,085","2,171","2,063","2,116","1,792","1,175","1,118","1,033","1,455","2,015","1,348","1,463","1,483"
"685","[P]","    ArticlesBase.com Sites","985","1,366","1,327","1,553","1,325","1,037","1,221","1,354","1,379","1,385","1,064","1,086","1,222","1,593","1,464"
"686","[P]","    ARABSEYES.COM","4,316","4,269","3,512","3,460","3,149","3,087","2,720","2,244","1,763","1,563","2,015","2,013","1,706","1,767","1,450"
"687","[P]","    JMnet (JoongAng Media Network)","2,515","2,450","2,614","2,371","2,614","2,713","3,482","3,001","2,332","2,336","2,272","2,149","1,638","1,654","1,372"
